"id","trade_config_id","instrument_name","instrument_token","option_strike","option_type","option_token","entry_direction","entry_time","entry_price","exit_time","exit_price","profit","status","entry_broker_order_id","exit_broker_order_id","fill_status","peak_profit","peak_loss","last_monitored_price","last_monitored_at","exit_reason","target_at_entry","stop_loss_at_entry","entry_reason","strategy_id","lot_quantity_at_entry","quantity","trail_ladder_at_entry","trail_sl_at"
"1441","1088","NIFTY","HIST:NIFTY:NSE:SPOT","21500","CE","HIST:NIFTY:NFO:2024-02-01:21500:CE","SELL","2024-02-01 12:15:00","228.6000","2024-02-01 15:15:00","198.5500","30.0500","CLOSED","NULL","NULL","BACKTEST","35.0500","-32.3500","193.5500","2024-02-01 15:10:00","SIGNAL","45.7200","60.0000","15min/SMA50","2","0","75","25:2,50:25,75:50,100:75","2.0000"
"1442","1093","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-02-08:21900:CE","SELL","2024-02-08 09:35:00","108.7500","2024-02-08 10:05:00","63.5500","45.2000","CLOSED","NULL","NULL","BACKTEST","45.2000","0.0000","63.5500","2024-02-08 10:05:00","TARGET","21.7500","32.6300","5min/SMA200","1","0","75","25:2,50:25,75:50,100:75","2.0000"
"1443","1093","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-02-08:21900:CE","SELL","2024-02-08 09:35:00","108.7500","2024-02-08 10:05:00","63.5500","45.2000","CLOSED","NULL","NULL","BACKTEST","45.2000","0.0000","63.5500","2024-02-08 10:05:00","TARGET","21.7500","32.6300","5min/SMA200","2","0","75","25:2,50:25,75:50,100:75","2.0000"
"1444","1094","NIFTY","HIST:NIFTY:NSE:SPOT","22000","PE","HIST:NIFTY:NFO:2024-02-08:22000:PE","SELL","2024-02-08 10:20:00","109.4000","2024-02-08 10:25:00","78.3000","31.1000","CLOSED","NULL","NULL","BACKTEST","31.1000","0.0000","78.3000","2024-02-08 10:25:00","TARGET","21.8800","32.8200","5min/SMA100","1","0","75","25:2,50:25,75:50,100:75","2.0000"
"1445","1094","NIFTY","HIST:NIFTY:NSE:SPOT","22000","PE","HIST:NIFTY:NFO:2024-02-08:22000:PE","SELL","2024-02-08 10:20:00","109.4000","2024-02-08 10:25:00","78.3000","31.1000","CLOSED","NULL","NULL","BACKTEST","31.1000","0.0000","78.3000","2024-02-08 10:25:00","TARGET","21.8800","32.8200","5min/SMA100","2","0","75","25:2,50:25,75:50,100:75","2.0000"
"1446","1097","NIFTY","HIST:NIFTY:NSE:SPOT","21500","CE","HIST:NIFTY:NFO:2024-02-15:21500:CE","SELL","2024-02-13 09:20:00","215.7500","2024-02-13 10:50:00","288.6000","-72.8500","CLOSED","NULL","NULL","BACKTEST","24.4500","-72.8500","288.6000","2024-02-13 10:50:00","STOP_LOSS","43.1500","60.0000","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1447","1097","NIFTY","HIST:NIFTY:NSE:SPOT","21500","CE","HIST:NIFTY:NFO:2024-02-15:21500:CE","SELL","2024-02-13 09:20:00","215.7500","2024-02-13 10:50:00","288.6000","-72.8500","CLOSED","NULL","NULL","BACKTEST","24.4500","-72.8500","288.6000","2024-02-13 10:50:00","STOP_LOSS","43.1500","60.0000","5min/SMA50","2","0","75","25:2,50:25,75:50,100:75","NULL"
"1448","1098","NIFTY","HIST:NIFTY:NSE:SPOT","21600","CE","HIST:NIFTY:NFO:2024-02-15:21600:CE","SELL","2024-02-14 13:15:00","130.5000","2024-02-14 14:00:00","173.1000","-42.6000","CLOSED","NULL","NULL","BACKTEST","9.3000","-42.6000","173.1000","2024-02-14 14:00:00","STOP_LOSS","26.1000","39.1500","15min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1449","1098","NIFTY","HIST:NIFTY:NSE:SPOT","21600","CE","HIST:NIFTY:NFO:2024-02-15:21600:CE","SELL","2024-02-14 13:15:00","130.5000","2024-02-14 14:00:00","173.1000","-42.6000","CLOSED","NULL","NULL","BACKTEST","9.3000","-42.6000","173.1000","2024-02-14 14:00:00","STOP_LOSS","26.1000","39.1500","15min/SMA50","2","0","75","25:2,50:25,75:50,100:75","NULL"
"1450","1105","NIFTY","HIST:NIFTY:NSE:SPOT","22200","PE","HIST:NIFTY:NFO:2024-02-22:22200:PE","SELL","2024-02-21 13:55:00","102.2500","2024-02-21 14:10:00","135.4000","-33.1500","CLOSED","NULL","NULL","BACKTEST","0.0000","-33.1500","135.4000","2024-02-21 14:10:00","STOP_LOSS","20.4500","30.6800","5min/SMA100","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1451","1109","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-02-29:22000:CE","SELL","2024-02-27 09:40:00","209.1500","2024-02-27 11:00:00","210.7000","-1.5500","CLOSED","NULL","NULL","BACKTEST","27.7000","-10.5500","210.7000","2024-02-27 11:00:00","TRAIL_SL","41.8300","60.0000","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","2.0000"
"1452","1109","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-02-29:22000:CE","SELL","2024-02-27 09:40:00","209.1500","2024-02-27 11:00:00","210.7000","-1.5500","CLOSED","NULL","NULL","BACKTEST","27.7000","-10.5500","210.7000","2024-02-27 11:00:00","TRAIL_SL","41.8300","60.0000","5min/SMA50","2","0","75","25:2,50:25,75:50,100:75","2.0000"
"1453","1109","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-02-29:22200:CE","SELL","2024-02-27 11:50:00","94.4000","2024-02-27 12:55:00","124.1500","-29.7500","CLOSED","NULL","NULL","BACKTEST","12.5500","-29.7500","124.1500","2024-02-27 12:55:00","STOP_LOSS","18.8800","28.3200","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1454","1110","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-02-29:22200:CE","SELL","2024-02-28 09:15:00","94.5500","2024-02-28 10:45:00","45.5500","49.0000","CLOSED","NULL","NULL","BACKTEST","49.0000","-4.2500","45.5500","2024-02-28 10:45:00","TARGET","18.9100","28.3700","15min/SMA50","1","0","75","25:2,50:25,75:50,100:75","2.0000"
"1455","1110","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-02-29:22200:CE","SELL","2024-02-28 09:15:00","94.5500","2024-02-28 10:45:00","45.5500","49.0000","CLOSED","NULL","NULL","BACKTEST","49.0000","-4.2500","45.5500","2024-02-28 10:45:00","TARGET","18.9100","28.3700","15min/SMA50","2","0","75","25:2,50:25,75:50,100:75","2.0000"
"1456","1113","NIFTY","HIST:NIFTY:NSE:SPOT","22400","PE","HIST:NIFTY:NFO:2024-03-07:22400:PE","SELL","2024-03-04 11:05:00","137.8000","2024-03-04 15:15:00","131.6500","6.1500","CLOSED","NULL","NULL","BACKTEST","23.3500","-4.4500","125.7500","2024-03-04 15:10:00","SIGNAL","27.5600","41.3400","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1457","1113","NIFTY","HIST:NIFTY:NSE:SPOT","22500","PE","HIST:NIFTY:NFO:2024-03-07:22500:PE","SELL","2024-03-04 11:10:00","174.9000","2024-03-04 15:15:00","185.2000","-10.3000","CLOSED","NULL","NULL","BACKTEST","11.6500","-22.7000","178.4500","2024-03-04 15:10:00","SIGNAL","34.9800","52.4700","5min/SMA50","2","0","75","25:2,50:25,75:50,100:75","NULL"
"1458","1115","NIFTY","HIST:NIFTY:NSE:SPOT","22400","PE","HIST:NIFTY:NFO:2024-03-07:22400:PE","SELL","2024-03-06 09:30:00","110.6000","2024-03-06 09:45:00","156.3500","-45.7500","CLOSED","NULL","NULL","BACKTEST","0.0000","-45.7500","156.3500","2024-03-06 09:45:00","STOP_LOSS","22.1200","33.1800","15min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1459","1115","NIFTY","HIST:NIFTY:NSE:SPOT","22400","PE","HIST:NIFTY:NFO:2024-03-07:22400:PE","SELL","2024-03-06 09:30:00","110.6000","2024-03-06 09:45:00","156.3500","-45.7500","CLOSED","NULL","NULL","BACKTEST","0.0000","-45.7500","156.3500","2024-03-06 09:45:00","STOP_LOSS","22.1200","33.1800","15min/SMA50","2","0","75","25:2,50:25,75:50,100:75","NULL"
"1460","1114","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-03-07:22200:CE","SELL","2024-03-06 09:45:00","174.7500","2024-03-06 10:15:00","183.7500","-9.0000","CLOSED","NULL","NULL","BACKTEST","31.8000","-9.0000","183.7500","2024-03-06 10:15:00","TRAIL_SL","34.9500","52.4300","5min/SMA100","1","0","75","25:2,50:25,75:50,100:75","2.0000"
"1461","1114","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-03-07:22200:CE","SELL","2024-03-06 09:45:00","174.7500","2024-03-06 10:15:00","183.7500","-9.0000","CLOSED","NULL","NULL","BACKTEST","31.8000","-9.0000","183.7500","2024-03-06 10:15:00","TRAIL_SL","34.9500","52.4300","5min/SMA100","2","0","75","25:2,50:25,75:50,100:75","2.0000"
"1462","1119","NIFTY","HIST:NIFTY:NSE:SPOT","21800","CE","HIST:NIFTY:NFO:2024-03-14:21800:CE","SELL","2024-03-14 09:35:00","219.6000","2024-03-14 10:40:00","287.1500","-67.5500","CLOSED","NULL","NULL","BACKTEST","7.0500","-67.5500","287.1500","2024-03-14 10:40:00","STOP_LOSS","43.9200","60.0000","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1463","1119","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-03-14:22000:CE","SELL","2024-03-14 12:30:00","171.6500","2024-03-14 13:40:00","129.0000","42.6500","CLOSED","NULL","NULL","BACKTEST","42.6500","-25.6000","129.0000","2024-03-14 13:40:00","TARGET","34.3300","51.5000","15min/SMA50","1","0","75","25:2,50:25,75:50,100:75","2.0000"
"1464","1119","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-03-14:22000:CE","SELL","2024-03-14 13:30:00","129.0000","2024-03-14 15:15:00","147.0000","-18.0000","CLOSED","NULL","NULL","BACKTEST","19.2000","-20.3000","145.6500","2024-03-14 15:10:00","SIGNAL","25.8000","38.7000","15min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1465","1119","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-03-14:22000:CE","SELL","2024-03-14 14:10:00","109.8000","2024-03-14 15:00:00","149.3000","-39.5000","CLOSED","NULL","NULL","BACKTEST","0.0000","-39.5000","149.3000","2024-03-14 15:00:00","STOP_LOSS","21.9600","32.9400","5min/SMA100","2","0","75","25:2,50:25,75:50,100:75","NULL"
"1466","1121","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-03-21:21900:CE","SELL","2024-03-20 09:25:00","85.0000","2024-03-20 09:55:00","65.5500","19.4500","CLOSED","NULL","NULL","BACKTEST","19.4500","-3.9000","65.5500","2024-03-20 09:55:00","TARGET","17.0000","25.5000","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1467","1121","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-03-21:21900:CE","SELL","2024-03-20 09:25:00","85.0000","2024-03-20 09:55:00","65.5500","19.4500","CLOSED","NULL","NULL","BACKTEST","19.4500","-3.9000","65.5500","2024-03-20 09:55:00","TARGET","17.0000","25.5000","5min/SMA50","2","0","75","25:2,50:25,75:50,100:75","NULL"
"1468","1121","NIFTY","HIST:NIFTY:NSE:SPOT","21800","CE","HIST:NIFTY:NFO:2024-03-21:21800:CE","SELL","2024-03-20 11:55:00","122.3500","2024-03-20 14:30:00","97.1000","25.2500","CLOSED","NULL","NULL","BACKTEST","25.2500","-35.9500","97.1000","2024-03-20 14:30:00","TARGET","24.4700","36.7100","5min/SMA100","1","0","75","25:2,50:25,75:50,100:75","2.0000"
"1469","1122","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-03-21:21900:CE","SELL","2024-03-21 09:40:00","110.3500","2024-03-21 10:05:00","156.3000","-45.9500","CLOSED","NULL","NULL","BACKTEST","5.5000","-45.9500","156.3000","2024-03-21 10:05:00","STOP_LOSS","22.0700","33.1100","5min/SMA200","1","0","75","25:2,50:25,75:50,100:75","NULL"
