"id","trade_config_id","instrument_name","instrument_token","option_strike","option_type","option_token","entry_direction","entry_time","entry_price","exit_time","exit_price","profit","status","entry_broker_order_id","exit_broker_order_id","fill_status","peak_profit","peak_loss","last_monitored_price","last_monitored_at","exit_reason","target_at_entry","stop_loss_at_entry","entry_reason","strategy_id","lot_quantity_at_entry","quantity","trail_ladder_at_entry","trail_sl_at"
"1291","1094","NIFTY","HIST:NIFTY:NSE:SPOT","22000","PE","HIST:NIFTY:NFO:2024-02-08:22000:PE","SELL","2024-02-08 10:20:00","109.4000","2024-02-08 10:55:00","192.8000","-83.4000","CLOSED","NULL","NULL","BACKTEST","36.1000","-83.4000","192.8000","2024-02-08 10:55:00","STOP_LOSS","39.8100","59.7100","5min/SMA100","1","0","75","NULL","NULL"
"1292","1094","NIFTY","HIST:NIFTY:NSE:SPOT","22000","PE","HIST:NIFTY:NFO:2024-02-08:22000:PE","SELL","2024-02-08 10:20:00","109.4000","2024-02-08 10:55:00","192.8000","-83.4000","CLOSED","NULL","NULL","BACKTEST","36.1000","-83.4000","192.8000","2024-02-08 10:55:00","STOP_LOSS","39.8100","59.7100","5min/SMA100","2","0","75","NULL","NULL"
"1293","1097","NIFTY","HIST:NIFTY:NSE:SPOT","21500","CE","HIST:NIFTY:NFO:2024-02-15:21500:CE","SELL","2024-02-13 09:20:00","215.7500","2024-02-13 10:50:00","288.6000","-72.8500","CLOSED","NULL","NULL","BACKTEST","24.4500","-72.8500","288.6000","2024-02-13 10:50:00","STOP_LOSS","37.9200","56.8800","5min/SMA50","1","0","75","NULL","NULL"
"1294","1097","NIFTY","HIST:NIFTY:NSE:SPOT","21500","CE","HIST:NIFTY:NFO:2024-02-15:21500:CE","SELL","2024-02-13 09:20:00","215.7500","2024-02-13 10:50:00","288.6000","-72.8500","CLOSED","NULL","NULL","BACKTEST","24.4500","-72.8500","288.6000","2024-02-13 10:50:00","STOP_LOSS","37.9200","56.8800","5min/SMA50","2","0","75","NULL","NULL"
"1295","1098","NIFTY","HIST:NIFTY:NSE:SPOT","21600","CE","HIST:NIFTY:NFO:2024-02-15:21600:CE","SELL","2024-02-14 13:15:00","130.5000","2024-02-14 14:15:00","195.0000","-64.5000","CLOSED","NULL","NULL","BACKTEST","9.3000","-64.5000","195.0000","2024-02-14 14:15:00","STOP_LOSS","29.5300","44.2900","15min/SMA50","1","0","75","NULL","NULL"
"1296","1098","NIFTY","HIST:NIFTY:NSE:SPOT","21600","CE","HIST:NIFTY:NFO:2024-02-15:21600:CE","SELL","2024-02-14 13:15:00","130.5000","2024-02-14 14:15:00","195.0000","-64.5000","CLOSED","NULL","NULL","BACKTEST","9.3000","-64.5000","195.0000","2024-02-14 14:15:00","STOP_LOSS","29.5300","44.2900","15min/SMA50","2","0","75","NULL","NULL"
"1297","1105","NIFTY","HIST:NIFTY:NSE:SPOT","22200","PE","HIST:NIFTY:NFO:2024-02-22:22200:PE","SELL","2024-02-21 13:55:00","102.2500","2024-02-21 14:20:00","182.4000","-80.1500","CLOSED","NULL","NULL","BACKTEST","0.0000","-80.1500","182.4000","2024-02-21 14:20:00","STOP_LOSS","33.5200","50.2700","5min/SMA100","1","0","75","NULL","NULL"
"1298","1109","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-02-29:22000:CE","SELL","2024-02-27 09:40:00","209.1500","2024-02-27 10:25:00","181.4500","27.7000","CLOSED","NULL","NULL","BACKTEST","27.7000","-10.5500","181.4500","2024-02-27 10:25:00","TARGET","25.5500","38.3200","5min/SMA50","1","0","75","NULL","NULL"
"1299","1109","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-02-29:22000:CE","SELL","2024-02-27 09:40:00","209.1500","2024-02-27 10:25:00","181.4500","27.7000","CLOSED","NULL","NULL","BACKTEST","27.7000","-10.5500","181.4500","2024-02-27 10:25:00","TARGET","25.5500","38.3200","5min/SMA50","2","0","75","NULL","NULL"
"1300","1109","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-02-29:22200:CE","SELL","2024-02-27 11:50:00","94.4000","2024-02-27 15:15:00","99.9000","-5.5000","CLOSED","NULL","NULL","BACKTEST","12.5500","-32.6000","107.1000","2024-02-27 15:10:00","SIGNAL","25.5500","38.3200","5min/SMA50","1","0","75","NULL","NULL"
"1301","1110","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-02-29:22200:CE","SELL","2024-02-28 09:15:00","94.5500","2024-02-28 10:45:00","45.5500","49.0000","CLOSED","NULL","NULL","BACKTEST","49.0000","-4.2500","45.5500","2024-02-28 10:45:00","TARGET","19.6000","29.3900","15min/SMA50","1","0","75","NULL","NULL"
"1302","1110","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-02-29:22200:CE","SELL","2024-02-28 09:15:00","94.5500","2024-02-28 10:45:00","45.5500","49.0000","CLOSED","NULL","NULL","BACKTEST","49.0000","-4.2500","45.5500","2024-02-28 10:45:00","TARGET","19.6000","29.3900","15min/SMA50","2","0","75","NULL","NULL"
"1303","1113","NIFTY","HIST:NIFTY:NSE:SPOT","22400","PE","HIST:NIFTY:NFO:2024-03-07:22400:PE","SELL","2024-03-04 11:05:00","137.8000","2024-03-04 15:15:00","131.6500","6.1500","CLOSED","NULL","NULL","BACKTEST","23.3500","-4.4500","125.7500","2024-03-04 15:10:00","SIGNAL","33.6700","50.5000","5min/SMA50","1","0","75","NULL","NULL"
"1304","1113","NIFTY","HIST:NIFTY:NSE:SPOT","22500","PE","HIST:NIFTY:NFO:2024-03-07:22500:PE","SELL","2024-03-04 11:10:00","174.9000","2024-03-04 15:15:00","185.2000","-10.3000","CLOSED","NULL","NULL","BACKTEST","11.6500","-22.7000","178.4500","2024-03-04 15:10:00","SIGNAL","33.6700","50.5000","5min/SMA50","2","0","75","NULL","NULL"
"1305","1115","NIFTY","HIST:NIFTY:NSE:SPOT","22400","PE","HIST:NIFTY:NFO:2024-03-07:22400:PE","SELL","2024-03-06 09:30:00","110.6000","2024-03-06 09:45:00","156.3500","-45.7500","CLOSED","NULL","NULL","BACKTEST","0.0000","-45.7500","156.3500","2024-03-06 09:45:00","STOP_LOSS","23.3400","35.0200","15min/SMA50","1","0","75","NULL","NULL"
"1306","1115","NIFTY","HIST:NIFTY:NSE:SPOT","22400","PE","HIST:NIFTY:NFO:2024-03-07:22400:PE","SELL","2024-03-06 09:30:00","110.6000","2024-03-06 09:45:00","156.3500","-45.7500","CLOSED","NULL","NULL","BACKTEST","0.0000","-45.7500","156.3500","2024-03-06 09:45:00","STOP_LOSS","23.3400","35.0200","15min/SMA50","2","0","75","NULL","NULL"
"1307","1114","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-03-07:22200:CE","SELL","2024-03-06 09:45:00","174.7500","2024-03-06 09:55:00","144.5000","30.2500","CLOSED","NULL","NULL","BACKTEST","30.2500","0.0000","144.5000","2024-03-06 09:55:00","TARGET","24.4700","36.7100","5min/SMA100","1","0","75","NULL","NULL"
"1308","1114","NIFTY","HIST:NIFTY:NSE:SPOT","22200","CE","HIST:NIFTY:NFO:2024-03-07:22200:CE","SELL","2024-03-06 09:45:00","174.7500","2024-03-06 09:55:00","144.5000","30.2500","CLOSED","NULL","NULL","BACKTEST","30.2500","0.0000","144.5000","2024-03-06 09:55:00","TARGET","24.4700","36.7100","5min/SMA100","2","0","75","NULL","NULL"
"1309","1119","NIFTY","HIST:NIFTY:NSE:SPOT","21800","CE","HIST:NIFTY:NFO:2024-03-14:21800:CE","SELL","2024-03-14 09:35:00","219.6000","2024-03-14 11:30:00","352.7500","-133.1500","CLOSED","NULL","NULL","BACKTEST","7.0500","-133.1500","352.7500","2024-03-14 11:30:00","STOP_LOSS","72.8600","109.3000","5min/SMA50","1","0","75","NULL","NULL"
"1310","1119","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-03-14:22000:CE","SELL","2024-03-14 12:30:00","171.6500","2024-03-14 15:15:00","147.0000","24.6500","CLOSED","NULL","NULL","BACKTEST","61.8500","-25.6000","145.6500","2024-03-14 15:10:00","SIGNAL","72.8600","109.3000","15min/SMA50","1","0","75","NULL","NULL"
"1311","1119","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-03-14:22000:CE","SELL","2024-03-14 14:10:00","109.8000","2024-03-14 15:15:00","147.0000","-37.2000","CLOSED","NULL","NULL","BACKTEST","0.0000","-39.5000","145.6500","2024-03-14 15:10:00","SIGNAL","72.8600","109.3000","5min/SMA100","2","0","75","NULL","NULL"
"1312","1121","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-03-21:21900:CE","SELL","2024-03-20 09:25:00","85.0000","2024-03-20 10:45:00","34.2500","50.7500","CLOSED","NULL","NULL","BACKTEST","50.7500","-3.9000","34.2500","2024-03-20 10:45:00","TARGET","50.6000","75.9100","5min/SMA50","1","0","75","NULL","NULL"
"1313","1121","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-03-21:21900:CE","SELL","2024-03-20 09:25:00","85.0000","2024-03-20 10:45:00","34.2500","50.7500","CLOSED","NULL","NULL","BACKTEST","50.7500","-3.9000","34.2500","2024-03-20 10:45:00","TARGET","50.6000","75.9100","5min/SMA50","2","0","75","NULL","NULL"
"1314","1121","NIFTY","HIST:NIFTY:NSE:SPOT","21800","CE","HIST:NIFTY:NFO:2024-03-21:21800:CE","SELL","2024-03-20 11:55:00","122.3500","2024-03-20 15:15:00","108.5500","13.8000","CLOSED","NULL","NULL","BACKTEST","25.3000","-35.9500","105.5000","2024-03-20 15:10:00","SIGNAL","50.6000","75.9100","5min/SMA100","1","0","75","NULL","NULL"
"1315","1122","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-03-21:21900:CE","SELL","2024-03-21 09:40:00","110.3500","2024-03-21 10:10:00","161.8500","-51.5000","CLOSED","NULL","NULL","BACKTEST","5.5000","-51.5000","161.8500","2024-03-21 10:10:00","STOP_LOSS","33.9500","50.9200","5min/SMA200","1","0","75","NULL","NULL"
"1316","1122","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-03-21:21900:CE","SELL","2024-03-21 12:00:00","96.6000","2024-03-21 15:15:00","112.0000","-15.4000","CLOSED","NULL","NULL","BACKTEST","33.7000","-21.1500","112.0500","2024-03-21 15:10:00","SIGNAL","33.9500","50.9200","5min/SMA200","1","0","75","NULL","NULL"
"1317","1122","NIFTY","HIST:NIFTY:NSE:SPOT","21900","CE","HIST:NIFTY:NFO:2024-03-21:21900:CE","SELL","2024-03-21 12:00:00","96.6000","2024-03-21 15:15:00","112.0000","-15.4000","CLOSED","NULL","NULL","BACKTEST","33.7000","-21.1500","112.0500","2024-03-21 15:10:00","SIGNAL","33.9500","50.9200","5min/SMA200","2","0","75","NULL","NULL"
"1318","1128","NIFTY","HIST:NIFTY:NSE:SPOT","22300","CE","HIST:NIFTY:NFO:2024-04-04:22300:CE","SELL","2024-04-04 09:30:00","151.0500","2024-04-04 09:45:00","108.9500","42.1000","CLOSED","NULL","NULL","BACKTEST","42.1000","0.0000","108.9500","2024-04-04 09:45:00","TARGET","26.2600","39.3800","15min/SMA50","1","0","75","NULL","NULL"
"1319","1132","NIFTY","HIST:NIFTY:NSE:SPOT","22800","PE","HIST:NIFTY:NFO:2024-04-10:22800:PE","SELL","2024-04-09 12:25:00","102.5500","2024-04-09 14:05:00","156.2500","-53.7000","CLOSED","NULL","NULL","BACKTEST","0.0000","-53.7000","156.2500","2024-04-09 14:05:00","STOP_LOSS","33.1000","49.6500","5min/SMA50","1","0","75","NULL","NULL"
"1320","1133","NIFTY","HIST:NIFTY:NSE:SPOT","22800","PE","HIST:NIFTY:NFO:2024-04-10:22800:PE","SELL","2024-04-10 09:20:00","115.2500","2024-04-10 10:55:00","93.5500","21.7000","CLOSED","NULL","NULL","BACKTEST","21.7000","-6.7500","93.5500","2024-04-10 10:55:00","TARGET","20.2900","30.4300","5min/SMA100","1","0","75","NULL","NULL"
"1321","1133","NIFTY","HIST:NIFTY:NSE:SPOT","22800","PE","HIST:NIFTY:NFO:2024-04-10:22800:PE","SELL","2024-04-10 09:20:00","115.2500","2024-04-10 10:55:00","93.5500","21.7000","CLOSED","NULL","NULL","BACKTEST","21.7000","-6.7500","93.5500","2024-04-10 10:55:00","TARGET","20.2900","30.4300","5min/SMA100","2","0","75","NULL","NULL"
"1322","1137","NIFTY","HIST:NIFTY:NSE:SPOT","22100","CE","HIST:NIFTY:NFO:2024-04-18:22100:CE","SELL","2024-04-18 09:30:00","133.8000","2024-04-18 10:20:00","84.1500","49.6500","CLOSED","NULL","NULL","BACKTEST","49.6500","0.0000","84.1500","2024-04-18 10:20:00","TARGET","49.1900","73.7800","5min/SMA100","1","0","75","NULL","NULL"
"1323","1137","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-04-18:22000:CE","SELL","2024-04-18 13:15:00","134.2000","2024-04-18 13:30:00","220.2500","-86.0500","CLOSED","NULL","NULL","BACKTEST","0.0000","-86.0500","220.2500","2024-04-18 13:30:00","STOP_LOSS","49.1900","73.7800","15min/SMA50","1","0","75","NULL","NULL"
"1324","1137","NIFTY","HIST:NIFTY:NSE:SPOT","22000","CE","HIST:NIFTY:NFO:2024-04-18:22000:CE","SELL","2024-04-18 13:15:00","134.2000","2024-04-18 13:30:00","220.2500","-86.0500","CLOSED","NULL","NULL","BACKTEST","0.0000","-86.0500","220.2500","2024-04-18 13:30:00","STOP_LOSS","49.1900","73.7800","15min/SMA50","2","0","75","NULL","NULL"
"1325","1137","NIFTY","HIST:NIFTY:NSE:SPOT","22100","CE","HIST:NIFTY:NFO:2024-04-18:22100:CE","SELL","2024-04-18 13:15:00","88.6500","2024-04-18 14:30:00","31.5000","57.1500","CLOSED","NULL","NULL","BACKTEST","57.1500","-6.2000","31.5000","2024-04-18 14:30:00","TARGET","49.1900","73.7800","15min/SMA50","1","0","75","NULL","NULL"
