instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
9676034,37797,NIFTY25DEC13000PE,NIFTY,0.00,24-12-2025,13000.00,0.05,75,PE,NFO-OPT,NFO
9676546,37799,NIFTY26JUN23000CE,NIFTY,0.00,25-06-2026,23000.00,0.05,75,CE,NFO-OPT,NFO
9677314,37802,NIFTY26JUN13000PE,NIFTY,0.00,25-06-2026,13000.00,0.05,75,PE,NFO-OPT,NFO
9678082,37805,NIFTY26JUN23000PE,NIFTY,0.00,25-06-2026,23000.00,0.05,75,PE,NFO-OPT,NFO
9678338,37806,NIFTY26DEC23000CE,NIFTY,0.00,31-12-2026,23000.00,0.05,75,CE,NFO-OPT,NFO
9679362,37810,NIFTY26DEC23000PE,NIFTY,0.00,31-12-2026,23000.00,0.05,75,PE,NFO-OPT,NFO
9766914,38152,NIFTY25DEC29000CE,NIFTY,0.00,24-12-2025,29000.00,0.05,75,CE,NFO-OPT,NFO
9767170,38153,NIFTY25DEC29000PE,NIFTY,0.00,24-12-2025,29000.00,0.05,75,PE,NFO-OPT,NFO
9767426,38154,NIFTY26JUN29000CE,NIFTY,0.00,25-06-2026,29000.00,0.05,75,CE,NFO-OPT,NFO
9768194,38157,NIFTY26JUN29000PE,NIFTY,0.00,25-06-2026,29000.00,0.05,75,PE,NFO-OPT,NFO
9768450,38158,NIFTY26DEC29000CE,NIFTY,0.00,31-12-2026,29000.00,0.05,75,CE,NFO-OPT,NFO
9768706,38159,NIFTY26DEC29000PE,NIFTY,0.00,31-12-2026,29000.00,0.05,75,PE,NFO-OPT,NFO
9768962,38160,NIFTY27JUN29000CE,NIFTY,0.00,24-06-2027,29000.00,0.05,75,CE,NFO-OPT,NFO
9769730,38163,NIFTY27JUN29000PE,NIFTY,0.00,24-06-2027,29000.00,0.05,75,PE,NFO-OPT,NFO
9769986,38164,NIFTY27DEC29000CE,NIFTY,0.00,30-12-2027,29000.00,0.05,75,CE,NFO-OPT,NFO
9770242,38165,NIFTY27DEC29000PE,NIFTY,0.00,30-12-2027,29000.00,0.05,75,PE,NFO-OPT,NFO
9824258,38376,NIFTY25DEC20000CE,NIFTY,0.00,24-12-2025,20000.00,0.05,75,CE,NFO-OPT,NFO
9824514,38377,NIFTY25DEC20000PE,NIFTY,0.00,24-12-2025,20000.00,0.05,75,PE,NFO-OPT,NFO
9824770,38378,NIFTY26JUN20000CE,NIFTY,0.00,25-06-2026,20000.00,0.05,75,CE,NFO-OPT,NFO
9825282,38380,NIFTY26JUN20000PE,NIFTY,0.00,25-06-2026,20000.00,0.05,75,PE,NFO-OPT,NFO
10150658,39651,NIFTY2580723350CE,NIFTY,0.00,07-08-2025,23350.00,0.05,75,CE,NFO-OPT,NFO
10150914,39652,NIFTY2580723350PE,NIFTY,0.00,07-08-2025,23350.00,0.05,75,PE,NFO-OPT,NFO
10154754,39667,NIFTY2580723400CE,NIFTY,0.00,07-08-2025,23400.00,0.05,75,CE,NFO-OPT,NFO
10155010,39668,NIFTY2580723400PE,NIFTY,0.00,07-08-2025,23400.00,0.05,75,PE,NFO-OPT,NFO
10155266,39669,NIFTY2580723450CE,NIFTY,0.00,07-08-2025,23450.00,0.05,75,CE,NFO-OPT,NFO
10155522,39670,NIFTY2580723450PE,NIFTY,0.00,07-08-2025,23450.00,0.05,75,PE,NFO-OPT,NFO
10155778,39671,NIFTY2580723500CE,NIFTY,0.00,07-08-2025,23500.00,0.05,75,CE,NFO-OPT,NFO
10156034,39672,NIFTY2580723500PE,NIFTY,0.00,07-08-2025,23500.00,0.05,75,PE,NFO-OPT,NFO
10156290,39673,NIFTY2580723550CE,NIFTY,0.00,07-08-2025,23550.00,0.05,75,CE,NFO-OPT,NFO
10157058,39676,NIFTY2580723550PE,NIFTY,0.00,07-08-2025,23550.00,0.05,75,PE,NFO-OPT,NFO
10158082,39680,NIFTY2580723600CE,NIFTY,0.00,07-08-2025,23600.00,0.05,75,CE,NFO-OPT,NFO
10158594,39682,NIFTY2580723600PE,NIFTY,0.00,07-08-2025,23600.00,0.05,75,PE,NFO-OPT,NFO
10159106,39684,NIFTY2580723650CE,NIFTY,0.00,07-08-2025,23650.00,0.05,75,CE,NFO-OPT,NFO
10159874,39687,NIFTY2580723650PE,NIFTY,0.00,07-08-2025,23650.00,0.05,75,PE,NFO-OPT,NFO
10163458,39701,NIFTY2580723700CE,NIFTY,0.00,07-08-2025,23700.00,0.05,75,CE,NFO-OPT,NFO
10164226,39704,NIFTY2580723700PE,NIFTY,0.00,07-08-2025,23700.00,0.05,75,PE,NFO-OPT,NFO
10164482,39705,NIFTY2580723750CE,NIFTY,0.00,07-08-2025,23750.00,0.05,75,CE,NFO-OPT,NFO
10164738,39706,NIFTY2580723750PE,NIFTY,0.00,07-08-2025,23750.00,0.05,75,PE,NFO-OPT,NFO
10165506,39709,NIFTY2580723800CE,NIFTY,0.00,07-08-2025,23800.00,0.05,75,CE,NFO-OPT,NFO
10165762,39710,NIFTY2580723800PE,NIFTY,0.00,07-08-2025,23800.00,0.05,75,PE,NFO-OPT,NFO
10166530,39713,NIFTY2580723850CE,NIFTY,0.00,07-08-2025,23850.00,0.05,75,CE,NFO-OPT,NFO
10166786,39714,NIFTY2580723850PE,NIFTY,0.00,07-08-2025,23850.00,0.05,75,PE,NFO-OPT,NFO
10172418,39736,NIFTY2580723900CE,NIFTY,0.00,07-08-2025,23900.00,0.05,75,CE,NFO-OPT,NFO
10172674,39737,NIFTY2580723900PE,NIFTY,0.00,07-08-2025,23900.00,0.05,75,PE,NFO-OPT,NFO
10172930,39738,NIFTY2580723950CE,NIFTY,0.00,07-08-2025,23950.00,0.05,75,CE,NFO-OPT,NFO
10173186,39739,NIFTY2580723950PE,NIFTY,0.00,07-08-2025,23950.00,0.05,75,PE,NFO-OPT,NFO
10174466,39744,NIFTY2580724000CE,NIFTY,0.00,07-08-2025,24000.00,0.05,75,CE,NFO-OPT,NFO
10174722,39745,NIFTY2580724000PE,NIFTY,0.00,07-08-2025,24000.00,0.05,75,PE,NFO-OPT,NFO
10176002,39750,NIFTY2580724050CE,NIFTY,0.00,07-08-2025,24050.00,0.05,75,CE,NFO-OPT,NFO
10176258,39751,NIFTY2580724050PE,NIFTY,0.00,07-08-2025,24050.00,0.05,75,PE,NFO-OPT,NFO
10176514,39752,NIFTY2580724100CE,NIFTY,0.00,07-08-2025,24100.00,0.05,75,CE,NFO-OPT,NFO
10176770,39753,NIFTY2580724100PE,NIFTY,0.00,07-08-2025,24100.00,0.05,75,PE,NFO-OPT,NFO
10178050,39758,NIFTY2580724150CE,NIFTY,0.00,07-08-2025,24150.00,0.05,75,CE,NFO-OPT,NFO
10178306,39759,NIFTY2580724150PE,NIFTY,0.00,07-08-2025,24150.00,0.05,75,PE,NFO-OPT,NFO
10183682,39780,NIFTY2580724200CE,NIFTY,0.00,07-08-2025,24200.00,0.05,75,CE,NFO-OPT,NFO
10183938,39781,NIFTY2580724200PE,NIFTY,0.00,07-08-2025,24200.00,0.05,75,PE,NFO-OPT,NFO
10184194,39782,NIFTY2580724250CE,NIFTY,0.00,07-08-2025,24250.00,0.05,75,CE,NFO-OPT,NFO
10184450,39783,NIFTY2580724250PE,NIFTY,0.00,07-08-2025,24250.00,0.05,75,PE,NFO-OPT,NFO
10186242,39790,NIFTY2580724300CE,NIFTY,0.00,07-08-2025,24300.00,0.05,75,CE,NFO-OPT,NFO
10186498,39791,NIFTY2580724300PE,NIFTY,0.00,07-08-2025,24300.00,0.05,75,PE,NFO-OPT,NFO
10188290,39798,NIFTY2580724350CE,NIFTY,0.00,07-08-2025,24350.00,0.05,75,CE,NFO-OPT,NFO
10188546,39799,NIFTY2580724350PE,NIFTY,0.00,07-08-2025,24350.00,0.05,75,PE,NFO-OPT,NFO
10189826,39804,NIFTY2580724400CE,NIFTY,0.00,07-08-2025,24400.00,0.05,75,CE,NFO-OPT,NFO
10190082,39805,NIFTY2580724400PE,NIFTY,0.00,07-08-2025,24400.00,0.05,75,PE,NFO-OPT,NFO
10194434,39822,NIFTY2580724450CE,NIFTY,0.00,07-08-2025,24450.00,0.05,75,CE,NFO-OPT,NFO
10194690,39823,NIFTY2580724450PE,NIFTY,0.00,07-08-2025,24450.00,0.05,75,PE,NFO-OPT,NFO
10196738,39831,NIFTY2580724500CE,NIFTY,0.00,07-08-2025,24500.00,0.05,75,CE,NFO-OPT,NFO
10196994,39832,NIFTY2580724500PE,NIFTY,0.00,07-08-2025,24500.00,0.05,75,PE,NFO-OPT,NFO
10199298,39841,NIFTY2580724550CE,NIFTY,0.00,07-08-2025,24550.00,0.05,75,CE,NFO-OPT,NFO
10199554,39842,NIFTY2580724550PE,NIFTY,0.00,07-08-2025,24550.00,0.05,75,PE,NFO-OPT,NFO
10200322,39845,NIFTY2580724600CE,NIFTY,0.00,07-08-2025,24600.00,0.05,75,CE,NFO-OPT,NFO
10200578,39846,NIFTY2580724600PE,NIFTY,0.00,07-08-2025,24600.00,0.05,75,PE,NFO-OPT,NFO
10202114,39852,NIFTY2580724650CE,NIFTY,0.00,07-08-2025,24650.00,0.05,75,CE,NFO-OPT,NFO
10202370,39853,NIFTY2580724650PE,NIFTY,0.00,07-08-2025,24650.00,0.05,75,PE,NFO-OPT,NFO
10202626,39854,NIFTY2580724700CE,NIFTY,0.00,07-08-2025,24700.00,0.05,75,CE,NFO-OPT,NFO
10202882,39855,NIFTY2580724700PE,NIFTY,0.00,07-08-2025,24700.00,0.05,75,PE,NFO-OPT,NFO
10203138,39856,NIFTY2580724750CE,NIFTY,0.00,07-08-2025,24750.00,0.05,75,CE,NFO-OPT,NFO
10203394,39857,NIFTY2580724750PE,NIFTY,0.00,07-08-2025,24750.00,0.05,75,PE,NFO-OPT,NFO
10203650,39858,NIFTY2580724800CE,NIFTY,0.00,07-08-2025,24800.00,0.05,75,CE,NFO-OPT,NFO
10203906,39859,NIFTY2580724800PE,NIFTY,0.00,07-08-2025,24800.00,0.05,75,PE,NFO-OPT,NFO
10204162,39860,NIFTY2580724850CE,NIFTY,0.00,07-08-2025,24850.00,0.05,75,CE,NFO-OPT,NFO
10204418,39861,NIFTY2580724850PE,NIFTY,0.00,07-08-2025,24850.00,0.05,75,PE,NFO-OPT,NFO
10204674,39862,NIFTY2580724900CE,NIFTY,0.00,07-08-2025,24900.00,0.05,75,CE,NFO-OPT,NFO
10204930,39863,NIFTY2580724900PE,NIFTY,0.00,07-08-2025,24900.00,0.05,75,PE,NFO-OPT,NFO
10205186,39864,NIFTY2580724950CE,NIFTY,0.00,07-08-2025,24950.00,0.05,75,CE,NFO-OPT,NFO
10205442,39865,NIFTY2580724950PE,NIFTY,0.00,07-08-2025,24950.00,0.05,75,PE,NFO-OPT,NFO
10205698,39866,NIFTY2580725000CE,NIFTY,0.00,07-08-2025,25000.00,0.05,75,CE,NFO-OPT,NFO
10205954,39867,NIFTY2580725000PE,NIFTY,0.00,07-08-2025,25000.00,0.05,75,PE,NFO-OPT,NFO
10206210,39868,NIFTY2580725050CE,NIFTY,0.00,07-08-2025,25050.00,0.05,75,CE,NFO-OPT,NFO
10206466,39869,NIFTY2580725050PE,NIFTY,0.00,07-08-2025,25050.00,0.05,75,PE,NFO-OPT,NFO
10206722,39870,NIFTY2580725100CE,NIFTY,0.00,07-08-2025,25100.00,0.05,75,CE,NFO-OPT,NFO
10206978,39871,NIFTY2580725100PE,NIFTY,0.00,07-08-2025,25100.00,0.05,75,PE,NFO-OPT,NFO
10207234,39872,NIFTY2580725150CE,NIFTY,0.00,07-08-2025,25150.00,0.05,75,CE,NFO-OPT,NFO
10207490,39873,NIFTY2580725150PE,NIFTY,0.00,07-08-2025,25150.00,0.05,75,PE,NFO-OPT,NFO
10207746,39874,NIFTY2580725200CE,NIFTY,0.00,07-08-2025,25200.00,0.05,75,CE,NFO-OPT,NFO
10208002,39875,NIFTY2580725200PE,NIFTY,0.00,07-08-2025,25200.00,0.05,75,PE,NFO-OPT,NFO
10208258,39876,NIFTY2580725250CE,NIFTY,0.00,07-08-2025,25250.00,0.05,75,CE,NFO-OPT,NFO
10208514,39877,NIFTY2580725250PE,NIFTY,0.00,07-08-2025,25250.00,0.05,75,PE,NFO-OPT,NFO
10208770,39878,NIFTY2580725300CE,NIFTY,0.00,07-08-2025,25300.00,0.05,75,CE,NFO-OPT,NFO
10209026,39879,NIFTY2580725300PE,NIFTY,0.00,07-08-2025,25300.00,0.05,75,PE,NFO-OPT,NFO
10210818,39886,NIFTY2580725350CE,NIFTY,0.00,07-08-2025,25350.00,0.05,75,CE,NFO-OPT,NFO
10211074,39887,NIFTY2580725350PE,NIFTY,0.00,07-08-2025,25350.00,0.05,75,PE,NFO-OPT,NFO
10211330,39888,NIFTY2580725400CE,NIFTY,0.00,07-08-2025,25400.00,0.05,75,CE,NFO-OPT,NFO
10211586,39889,NIFTY2580725400PE,NIFTY,0.00,07-08-2025,25400.00,0.05,75,PE,NFO-OPT,NFO
10212354,39892,NIFTY2580725450CE,NIFTY,0.00,07-08-2025,25450.00,0.05,75,CE,NFO-OPT,NFO
10212610,39893,NIFTY2580725450PE,NIFTY,0.00,07-08-2025,25450.00,0.05,75,PE,NFO-OPT,NFO
10213122,39895,NIFTY2580725500CE,NIFTY,0.00,07-08-2025,25500.00,0.05,75,CE,NFO-OPT,NFO
10213378,39896,NIFTY2580725500PE,NIFTY,0.00,07-08-2025,25500.00,0.05,75,PE,NFO-OPT,NFO
10214658,39901,NIFTY2580725550CE,NIFTY,0.00,07-08-2025,25550.00,0.05,75,CE,NFO-OPT,NFO
10214914,39902,NIFTY2580725550PE,NIFTY,0.00,07-08-2025,25550.00,0.05,75,PE,NFO-OPT,NFO
10216194,39907,NIFTY2580725600CE,NIFTY,0.00,07-08-2025,25600.00,0.05,75,CE,NFO-OPT,NFO
10216450,39908,NIFTY2580725600PE,NIFTY,0.00,07-08-2025,25600.00,0.05,75,PE,NFO-OPT,NFO
10216706,39909,NIFTY2580725650CE,NIFTY,0.00,07-08-2025,25650.00,0.05,75,CE,NFO-OPT,NFO
10216962,39910,NIFTY2580725650PE,NIFTY,0.00,07-08-2025,25650.00,0.05,75,PE,NFO-OPT,NFO
10218242,39915,NIFTY2580725700CE,NIFTY,0.00,07-08-2025,25700.00,0.05,75,CE,NFO-OPT,NFO
10219010,39918,NIFTY2580725700PE,NIFTY,0.00,07-08-2025,25700.00,0.05,75,PE,NFO-OPT,NFO
10220290,39923,NIFTY2580725750CE,NIFTY,0.00,07-08-2025,25750.00,0.05,75,CE,NFO-OPT,NFO
10220546,39924,NIFTY2580725750PE,NIFTY,0.00,07-08-2025,25750.00,0.05,75,PE,NFO-OPT,NFO
10220802,39925,NIFTY2580725800CE,NIFTY,0.00,07-08-2025,25800.00,0.05,75,CE,NFO-OPT,NFO
10221058,39926,NIFTY2580725800PE,NIFTY,0.00,07-08-2025,25800.00,0.05,75,PE,NFO-OPT,NFO
10223362,39935,NIFTY2580725850CE,NIFTY,0.00,07-08-2025,25850.00,0.05,75,CE,NFO-OPT,NFO
10223618,39936,NIFTY2580725850PE,NIFTY,0.00,07-08-2025,25850.00,0.05,75,PE,NFO-OPT,NFO
10226434,39947,NIFTY2580725900CE,NIFTY,0.00,07-08-2025,25900.00,0.05,75,CE,NFO-OPT,NFO
10226946,39949,NIFTY2580725900PE,NIFTY,0.00,07-08-2025,25900.00,0.05,75,PE,NFO-OPT,NFO
10227458,39951,NIFTY2580725950CE,NIFTY,0.00,07-08-2025,25950.00,0.05,75,CE,NFO-OPT,NFO
10228226,39954,NIFTY2580725950PE,NIFTY,0.00,07-08-2025,25950.00,0.05,75,PE,NFO-OPT,NFO
10228482,39955,NIFTY2580726000CE,NIFTY,0.00,07-08-2025,26000.00,0.05,75,CE,NFO-OPT,NFO
10228738,39956,NIFTY2580726000PE,NIFTY,0.00,07-08-2025,26000.00,0.05,75,PE,NFO-OPT,NFO
10228994,39957,NIFTY2580726050CE,NIFTY,0.00,07-08-2025,26050.00,0.05,75,CE,NFO-OPT,NFO
10229250,39958,NIFTY2580726050PE,NIFTY,0.00,07-08-2025,26050.00,0.05,75,PE,NFO-OPT,NFO
10233090,39973,NIFTY2580726100CE,NIFTY,0.00,07-08-2025,26100.00,0.05,75,CE,NFO-OPT,NFO
10233346,39974,NIFTY2580726100PE,NIFTY,0.00,07-08-2025,26100.00,0.05,75,PE,NFO-OPT,NFO
10233602,39975,NIFTY2580726150CE,NIFTY,0.00,07-08-2025,26150.00,0.05,75,CE,NFO-OPT,NFO
10233858,39976,NIFTY2580726150PE,NIFTY,0.00,07-08-2025,26150.00,0.05,75,PE,NFO-OPT,NFO
10234114,39977,NIFTY2580726200CE,NIFTY,0.00,07-08-2025,26200.00,0.05,75,CE,NFO-OPT,NFO
10234370,39978,NIFTY2580726200PE,NIFTY,0.00,07-08-2025,26200.00,0.05,75,PE,NFO-OPT,NFO
10235394,39982,NIFTY2580726250CE,NIFTY,0.00,07-08-2025,26250.00,0.05,75,CE,NFO-OPT,NFO
10236418,39986,NIFTY2580726250PE,NIFTY,0.00,07-08-2025,26250.00,0.05,75,PE,NFO-OPT,NFO
10236674,39987,NIFTY25DEC19000CE,NIFTY,0.00,24-12-2025,19000.00,0.05,75,CE,NFO-OPT,NFO
10236930,39988,NIFTY25DEC19000PE,NIFTY,0.00,24-12-2025,19000.00,0.05,75,PE,NFO-OPT,NFO
10237186,39989,NIFTY26JUN19000CE,NIFTY,0.00,25-06-2026,19000.00,0.05,75,CE,NFO-OPT,NFO
10237442,39990,NIFTY26JUN19000PE,NIFTY,0.00,25-06-2026,19000.00,0.05,75,PE,NFO-OPT,NFO
10237698,39991,NIFTY2580726300CE,NIFTY,0.00,07-08-2025,26300.00,0.05,75,CE,NFO-OPT,NFO
10237954,39992,NIFTY2580726300PE,NIFTY,0.00,07-08-2025,26300.00,0.05,75,PE,NFO-OPT,NFO
10239234,39997,NIFTY2580726350CE,NIFTY,0.00,07-08-2025,26350.00,0.05,75,CE,NFO-OPT,NFO
10239490,39998,NIFTY2580726350PE,NIFTY,0.00,07-08-2025,26350.00,0.05,75,PE,NFO-OPT,NFO
10239746,39999,NIFTY2580726400CE,NIFTY,0.00,07-08-2025,26400.00,0.05,75,CE,NFO-OPT,NFO
10240002,40000,NIFTY2580726400PE,NIFTY,0.00,07-08-2025,26400.00,0.05,75,PE,NFO-OPT,NFO
10241282,40005,NIFTY2580726450CE,NIFTY,0.00,07-08-2025,26450.00,0.05,75,CE,NFO-OPT,NFO
10241538,40006,NIFTY2580726450PE,NIFTY,0.00,07-08-2025,26450.00,0.05,75,PE,NFO-OPT,NFO
10242818,40011,NIFTY2580726500CE,NIFTY,0.00,07-08-2025,26500.00,0.05,75,CE,NFO-OPT,NFO
10243074,40012,NIFTY2580726500PE,NIFTY,0.00,07-08-2025,26500.00,0.05,75,PE,NFO-OPT,NFO
10243330,40013,NIFTY2580726550CE,NIFTY,0.00,07-08-2025,26550.00,0.05,75,CE,NFO-OPT,NFO
10244098,40016,NIFTY2580726550PE,NIFTY,0.00,07-08-2025,26550.00,0.05,75,PE,NFO-OPT,NFO
10244354,40017,NIFTY2580726600CE,NIFTY,0.00,07-08-2025,26600.00,0.05,75,CE,NFO-OPT,NFO
10244610,40018,NIFTY2580726600PE,NIFTY,0.00,07-08-2025,26600.00,0.05,75,PE,NFO-OPT,NFO
10246402,40025,NIFTY2580726650CE,NIFTY,0.00,07-08-2025,26650.00,0.05,75,CE,NFO-OPT,NFO
10246658,40026,NIFTY2580726650PE,NIFTY,0.00,07-08-2025,26650.00,0.05,75,PE,NFO-OPT,NFO
10246914,40027,NIFTY2580726700CE,NIFTY,0.00,07-08-2025,26700.00,0.05,75,CE,NFO-OPT,NFO
10247170,40028,NIFTY2580726700PE,NIFTY,0.00,07-08-2025,26700.00,0.05,75,PE,NFO-OPT,NFO
10247426,40029,NIFTY2580726750CE,NIFTY,0.00,07-08-2025,26750.00,0.05,75,CE,NFO-OPT,NFO
10248194,40032,NIFTY2580726750PE,NIFTY,0.00,07-08-2025,26750.00,0.05,75,PE,NFO-OPT,NFO
10251010,40043,NIFTY2580726800CE,NIFTY,0.00,07-08-2025,26800.00,0.05,75,CE,NFO-OPT,NFO
10251266,40044,NIFTY2580726800PE,NIFTY,0.00,07-08-2025,26800.00,0.05,75,PE,NFO-OPT,NFO
10251522,40045,NIFTY2580726850CE,NIFTY,0.00,07-08-2025,26850.00,0.05,75,CE,NFO-OPT,NFO
10253314,40052,NIFTY2580726850PE,NIFTY,0.00,07-08-2025,26850.00,0.05,75,PE,NFO-OPT,NFO
10253570,40053,NIFTY2580726900CE,NIFTY,0.00,07-08-2025,26900.00,0.05,75,CE,NFO-OPT,NFO
10253826,40054,NIFTY2580726900PE,NIFTY,0.00,07-08-2025,26900.00,0.05,75,PE,NFO-OPT,NFO
10256130,40063,NIFTY2580726950CE,NIFTY,0.00,07-08-2025,26950.00,0.05,75,CE,NFO-OPT,NFO
10256386,40064,NIFTY2580726950PE,NIFTY,0.00,07-08-2025,26950.00,0.05,75,PE,NFO-OPT,NFO
10262786,40089,NIFTY2580727000CE,NIFTY,0.00,07-08-2025,27000.00,0.05,75,CE,NFO-OPT,NFO
10263042,40090,NIFTY2580727000PE,NIFTY,0.00,07-08-2025,27000.00,0.05,75,PE,NFO-OPT,NFO
10263298,40091,NIFTY2580727050CE,NIFTY,0.00,07-08-2025,27050.00,0.05,75,CE,NFO-OPT,NFO
10263810,40093,NIFTY2580727050PE,NIFTY,0.00,07-08-2025,27050.00,0.05,75,PE,NFO-OPT,NFO
10264066,40094,NIFTY2580727100CE,NIFTY,0.00,07-08-2025,27100.00,0.05,75,CE,NFO-OPT,NFO
10264578,40096,NIFTY2580727100PE,NIFTY,0.00,07-08-2025,27100.00,0.05,75,PE,NFO-OPT,NFO
10265346,40099,NIFTY2580727150CE,NIFTY,0.00,07-08-2025,27150.00,0.05,75,CE,NFO-OPT,NFO
10265602,40100,NIFTY2580727150PE,NIFTY,0.00,07-08-2025,27150.00,0.05,75,PE,NFO-OPT,NFO
10266370,40103,NIFTY2580727200CE,NIFTY,0.00,07-08-2025,27200.00,0.05,75,CE,NFO-OPT,NFO
10266626,40104,NIFTY2580727200PE,NIFTY,0.00,07-08-2025,27200.00,0.05,75,PE,NFO-OPT,NFO
10267650,40108,NIFTY2580727250CE,NIFTY,0.00,07-08-2025,27250.00,0.05,75,CE,NFO-OPT,NFO
10267906,40109,NIFTY2580727250PE,NIFTY,0.00,07-08-2025,27250.00,0.05,75,PE,NFO-OPT,NFO
10785026,42129,NIFTY25DEC31000CE,NIFTY,0.00,24-12-2025,31000.00,0.05,75,CE,NFO-OPT,NFO
10785794,42132,NIFTY25DEC31000PE,NIFTY,0.00,24-12-2025,31000.00,0.05,75,PE,NFO-OPT,NFO
10786050,42133,NIFTY26JUN31000CE,NIFTY,0.00,25-06-2026,31000.00,0.05,75,CE,NFO-OPT,NFO
10786306,42134,NIFTY26JUN31000PE,NIFTY,0.00,25-06-2026,31000.00,0.05,75,PE,NFO-OPT,NFO
10786818,42136,NIFTY26DEC31000CE,NIFTY,0.00,31-12-2026,31000.00,0.05,75,CE,NFO-OPT,NFO
10787074,42137,NIFTY26DEC31000PE,NIFTY,0.00,31-12-2026,31000.00,0.05,75,PE,NFO-OPT,NFO
10788354,42142,NIFTY27JUN31000CE,NIFTY,0.00,24-06-2027,31000.00,0.05,75,CE,NFO-OPT,NFO
10788610,42143,NIFTY27JUN31000PE,NIFTY,0.00,24-06-2027,31000.00,0.05,75,PE,NFO-OPT,NFO
10788866,42144,NIFTY27DEC31000CE,NIFTY,0.00,30-12-2027,31000.00,0.05,75,CE,NFO-OPT,NFO
10789634,42147,NIFTY27DEC31000PE,NIFTY,0.00,30-12-2027,31000.00,0.05,75,PE,NFO-OPT,NFO
10791682,42155,NIFTY28JUN31000CE,NIFTY,0.00,29-06-2028,31000.00,0.05,75,CE,NFO-OPT,NFO
10792706,42159,NIFTY28JUN31000PE,NIFTY,0.00,29-06-2028,31000.00,0.05,75,PE,NFO-OPT,NFO
11360258,44376,NIFTY2581423350CE,NIFTY,0.00,14-08-2025,23350.00,0.05,75,CE,NFO-OPT,NFO
11360514,44377,NIFTY2581423350PE,NIFTY,0.00,14-08-2025,23350.00,0.05,75,PE,NFO-OPT,NFO
11361794,44382,NIFTY2581423400CE,NIFTY,0.00,14-08-2025,23400.00,0.05,75,CE,NFO-OPT,NFO
11362050,44383,NIFTY2581423400PE,NIFTY,0.00,14-08-2025,23400.00,0.05,75,PE,NFO-OPT,NFO
11363330,44388,NIFTY2581423450CE,NIFTY,0.00,14-08-2025,23450.00,0.05,75,CE,NFO-OPT,NFO
11363586,44389,NIFTY2581423450PE,NIFTY,0.00,14-08-2025,23450.00,0.05,75,PE,NFO-OPT,NFO
11363842,44390,NIFTY2581423500CE,NIFTY,0.00,14-08-2025,23500.00,0.05,75,CE,NFO-OPT,NFO
11364098,44391,NIFTY2581423500PE,NIFTY,0.00,14-08-2025,23500.00,0.05,75,PE,NFO-OPT,NFO
11365378,44396,NIFTY2581423550CE,NIFTY,0.00,14-08-2025,23550.00,0.05,75,CE,NFO-OPT,NFO
11365634,44397,NIFTY2581423550PE,NIFTY,0.00,14-08-2025,23550.00,0.05,75,PE,NFO-OPT,NFO
11366914,44402,NIFTY2581423600CE,NIFTY,0.00,14-08-2025,23600.00,0.05,75,CE,NFO-OPT,NFO
11367170,44403,NIFTY2581423600PE,NIFTY,0.00,14-08-2025,23600.00,0.05,75,PE,NFO-OPT,NFO
